Tositenumero;Kirjauspvm;Tili;Tilin nimi;Kustannuspaikka;Kustannuspaikan nimi;Toimittajanro;Toimittajan nimi;Y-Tunnus;Euroa
8001411;17.10.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;435;Computer Program Unit Oy;0635481-1     ;5100
8001669;21.10.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;441;Oy Abilita Ab;0794748-3     ;2950
8003032;5.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;299;Fujitsu Finland  Oy;0815044-1     ;7350
8003112;5.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;214;Numera Palvelut Oy;2360731-5     ;1923,77
8003231;6.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;696;Operandi Oy;1100328-2     ;3381
8003217;6.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;656,37
8003217;6.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;67444,4
8004138;12.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;762;Lounea Palvelut Oy;2678132-7     ;28,14
8004140;12.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;-1125,89
8004141;12.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;-35
8004142;12.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;-15
8004142;12.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;15
8004141;12.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;35
8004144;12.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;76,9
8004140;12.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;1125,89
8004228;13.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;214;Numera Palvelut Oy;2360731-5     ;3418
8004480;15.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;65
8005240;20.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;193,02
8005740;25.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;872;SFR Advisors Oy;2655360-7     ;3500
8006102;26.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;881;Econia Solutions Oy;0720264-1     ;2520
8006366;29.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;34048,05
8006362;29.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;40651
8006685;4.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;-771,15
8006684;4.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;-238
8006686;4.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;-24
8006686;4.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;24
8006684;4.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;238
8006687;4.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;309,57
8006685;4.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;771,15
8008078;13.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;27339,31
8009352;20.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;96,41
8010595;8.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;-1012,4
8010594;8.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;-360,34
8010594;8.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;360,34
8010593;8.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;601,96
8010595;8.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;1012,4
8010878;10.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;21750,15
8011149;10.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;93,01
8011517;14.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;-647,01
8011516;14.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;5521,47
8011844;16.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;345;Sitowise Oy;2335445-0     ;16082
8011875;16.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;-12500
8011877;16.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;2495
8011843;16.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;10420,01
8002213;25.10.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;72010,02
8004227;13.11.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;2701,72
8004226;13.11.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;19071,95
8005245;20.11.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;214;Numera Palvelut Oy;2360731-5     ;19062,61
8005234;20.11.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;14803,03
8005433;21.11.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;214;Numera Palvelut Oy;2360731-5     ;-55846,15
8005433;21.11.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;214;Numera Palvelut Oy;2360731-5     ;-13961,54
8007022;6.12.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;14803,03
8007038;6.12.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;14803,03
8007914;12.12.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;22342,35
8008077;13.12.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;6711,06
8009338;20.12.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;214;Numera Palvelut Oy;2360731-5     ;11337,61
8010175;3.1.2025 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;1140;BDO Oy;2776089-4     ;3629,6
8011154;10.1.2025 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;214;Numera Palvelut Oy;2360731-5     ;4200
8010889;10.1.2025 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;-1170,96
8011153;10.1.2025 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;21180,25
8011518;14.1.2025 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;214;Numera Palvelut Oy;2360731-5     ;-1710
8011861;16.1.2025 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;214;Numera Palvelut Oy;2360731-5     ;8537,61
8011842;16.1.2025 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1142;1142 Talouspalvelut;81;Provincia Oy;2516653-3     ;4675,12
8009335;20.12.2024 00:00;4342;4342 ICT-palvelut;1142;1142 Talouspalvelut;762;Lounea Palvelut Oy;2678132-7     ;28,14
8009429;23.12.2024 00:00;4342;4342 ICT-palvelut;1142;1142 Talouspalvelut;11;Crayon Oy;2096054-3     ;77,09
8010833;9.1.2025 00:00;4342;4342 ICT-palvelut;1142;1142 Talouspalvelut;881;Econia Solutions Oy;0720264-1     ;1600
8011151;10.1.2025 00:00;4342;4342 ICT-palvelut;1142;1142 Talouspalvelut;762;Lounea Palvelut Oy;2678132-7     ;28,14
8011860;16.1.2025 00:00;4342;4342 ICT-palvelut;1142;1142 Talouspalvelut;11;Crayon Oy;2096054-3     ;79,74
8000412;7.10.2024 00:00;4410;4410 Majoituspalvelut;1142;1142 Talouspalvelut;207;Sokotel Oy;0212329-0     ;121,09
8000412;7.10.2024 00:00;4412;4412 Ravitsemispalvelut;1142;1142 Talouspalvelut;207;Sokotel Oy;0212329-0     ;6,8
8008577;17.12.2024 00:00;4412;4412 Ravitsemispalvelut;1142;1142 Talouspalvelut;830;Vanajanlinna Oy;0761209-3     ;11,95
8008577;17.12.2024 00:00;4412;4412 Ravitsemispalvelut;1142;1142 Talouspalvelut;830;Vanajanlinna Oy;0761209-3     ;671,05
8009334;20.12.2024 00:00;4412;4412 Ravitsemispalvelut;1142;1142 Talouspalvelut;830;Vanajanlinna Oy;0761209-3     ;11,95
8009334;20.12.2024 00:00;4412;4412 Ravitsemispalvelut;1142;1142 Talouspalvelut;830;Vanajanlinna Oy;0761209-3     ;5379,82
8009836;30.12.2024 00:00;4412;4412 Ravitsemispalvelut;1142;1142 Talouspalvelut;23;HPK Liiga Oy;2064101-6     ;1828,5
8009344;20.12.2024 00:00;4441;4441 Koulutuspalvelut;1142;1142 Talouspalvelut;1140;BDO Oy;2776089-4     ;2500
8000412;7.10.2024 00:00;4470;4470 Muut palvelut;1142;1142 Talouspalvelut;207;Sokotel Oy;0212329-0     ;11,95
8006202;28.11.2024 00:00;4470;4470 Muut palvelut;1142;1142 Talouspalvelut;36;Hämeenlinnan Teatteri Oy;0205308-5     ;40,91
8007822;12.12.2024 00:00;4470;4470 Muut palvelut;1142;1142 Talouspalvelut;87;RG import Oy;2069766-9     ;45
8008480;17.12.2024 00:00;4470;4470 Muut palvelut;1142;1142 Talouspalvelut;1051;Patentti- ja rekisterihallitus;0244683-1     ;30
8006570;2.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;1142;1142 Talouspalvelut;37;Hämeenlinnan Toimistotarvike Petri;1141840-2     ;80
8011129;10.1.2025 00:00;4510;4510 Kirjallisuus;1142;1142 Talouspalvelut;270;Suomalainen Kirjakauppa Oy;0205361-6     ;45
8000257;4.10.2024 00:00;4520;4520 Elintarvikkeet;1142;1142 Talouspalvelut;266;Laurell Oy;0347410-5     ;1,79
8000257;4.10.2024 00:00;4520;4520 Elintarvikkeet;1142;1142 Talouspalvelut;266;Laurell Oy;0347410-5     ;55,26
8003115;5.11.2024 00:00;4520;4520 Elintarvikkeet;1142;1142 Talouspalvelut;266;Laurell Oy;0347410-5     ;1,79
8003115;5.11.2024 00:00;4520;4520 Elintarvikkeet;1142;1142 Talouspalvelut;266;Laurell Oy;0347410-5     ;55,26
8001482;18.10.2024 00:00;4581;4581 ICT, koneet ja laitteet;1142;1142 Talouspalvelut;37;Hämeenlinnan Toimistotarvike Petri;1141840-2     ;69
8001492;21.10.2024 00:00;4600;4600 Muu materiaali;1142;1142 Talouspalvelut;438;Synsam Group Finland Oy;2446347-2     ;426,29
8005788;25.11.2024 00:00;4600;4600 Muu materiaali;1142;1142 Talouspalvelut;270;Suomalainen Kirjakauppa Oy;0205361-6     ;45
8008848;19.12.2024 00:00;4600;4600 Muu materiaali;1142;1142 Talouspalvelut;270;Suomalainen Kirjakauppa Oy;0205361-6     ;45
8009836;30.12.2024 00:00;4600;4600 Muu materiaali;1142;1142 Talouspalvelut;23;HPK Liiga Oy;2064101-6     ;50
8010174;3.1.2025 00:00;4600;4600 Muu materiaali;1142;1142 Talouspalvelut;464;HML Kaisan Kukka Oy;0913425-9     ;37,45
8000522;8.10.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;10
8000523;8.10.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;15
8000521;8.10.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;35
8001481;18.10.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;5
8001480;18.10.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;10
8002102;24.10.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;5
8002103;24.10.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;15
8002450;29.10.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;5
8002452;29.10.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;10
8002451;29.10.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;65
8004135;12.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;20
8004136;12.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;55
8004137;12.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;55
8004991;19.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;5
8004992;19.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;6,65
8004993;19.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;35
8005238;20.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;5
8005237;20.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;10
8005239;20.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;25
8005236;20.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;40
8006055;26.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;5
8006054;26.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;15
8006052;26.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;135
8006053;26.11.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;141,22
8006680;4.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;5
8006683;4.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;5
8006682;4.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;25
8006681;4.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;145
8006676;4.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;86;Revire Perintä Oy;2689224-6     ;65
8008478;17.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;5
8008479;17.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;10
8008477;17.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;30
8009345;20.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;5
8009341;20.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;5
8009343;20.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;10
8009346;20.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;10
8009342;20.12.2024 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;35
8010592;8.1.2025 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;5
8010588;8.1.2025 00:00;4940;4940 Muut toimintakulut;1142;1142 Talouspalvelut;353;Ulosottolaitos;2302414-4     ;10
8008759;18.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1144;1144 Omistajaohjaus;16;FCG Finnish Consulting Group Oy;1940671-3     ;209,82
8011272;13.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1144;1144 Omistajaohjaus;634;Huoneistokeskus Oy;1831315-2     ;1600
8006641;3.12.2024 00:00;4441;4441 Koulutuspalvelut;1144;1144 Omistajaohjaus;16;FCG Finnish Consulting Group Oy;1940671-3     ;2505
8007212;9.12.2024 00:00;4441;4441 Koulutuspalvelut;1144;1144 Omistajaohjaus;957;Yrittäjien Koulutuskeskus Oy;0702977-0     ;1190
8002101;24.10.2024 00:00;4581;4581 ICT, koneet ja laitteet;1144;1144 Omistajaohjaus;37;Hämeenlinnan Toimistotarvike Petri;1141840-2     ;39
8001668;21.10.2024 00:00;4600;4600 Muu materiaali;1144;1144 Omistajaohjaus;464;HML Kaisan Kukka Oy;0913425-9     ;25,5
8003564;11.11.2024 00:00;4360;4360 Posti- ja kuriiripalvelut;1145;1145 Hankintapalvelut;79;Posti Jakelu Oy;0109357-9     ;1,82
8001335;16.10.2024 00:00;4412;4412 Ravitsemispalvelut;1145;1145 Hankintapalvelut;83;R. Holappa Oy;2071187-0     ;339,91
8003083;5.11.2024 00:00;4412;4412 Ravitsemispalvelut;1145;1145 Hankintapalvelut;83;R. Holappa Oy;2071187-0     ;23,68
8000685;10.10.2024 00:00;4420;4420 Matkustuspalvelut;1145;1145 Hankintapalvelut;168;VR-Yhtymä Oyj;1003521-5     ;115,27
8008490;17.12.2024 00:00;4441;4441 Koulutuspalvelut;1145;1145 Hankintapalvelut;1087;EM-Palvelut Oy;2651855-3     ;300
8009323;20.12.2024 00:00;4860;4860 Muut vuokrat;1145;1145 Hankintapalvelut;13;Epassi Finland Oy;3220764-7     ;79,68
8009325;20.12.2024 00:00;4860;4860 Muut vuokrat;1145;1145 Hankintapalvelut;13;Epassi Finland Oy;3220764-7     ;79,68
8001917;23.10.2024 00:00;4342;4342 ICT-palvelut;1147;1147 Sos  ja terv.toimi 2023 alk;178;Telia Finland Oyj;1475607-9     ;52,13
8001970;24.10.2024 00:00;4342;4342 ICT-palvelut;1147;1147 Sos  ja terv.toimi 2023 alk;178;Telia Finland Oyj;1475607-9     ;222
8005062;19.11.2024 00:00;4342;4342 ICT-palvelut;1147;1147 Sos  ja terv.toimi 2023 alk;178;Telia Finland Oyj;1475607-9     ;52,13
8005544;22.11.2024 00:00;4342;4342 ICT-palvelut;1147;1147 Sos  ja terv.toimi 2023 alk;178;Telia Finland Oyj;1475607-9     ;222
8009347;20.12.2024 00:00;4342;4342 ICT-palvelut;1147;1147 Sos  ja terv.toimi 2023 alk;178;Telia Finland Oyj;1475607-9     ;45,01
8009339;20.12.2024 00:00;4342;4342 ICT-palvelut;1147;1147 Sos  ja terv.toimi 2023 alk;178;Telia Finland Oyj;1475607-9     ;52,13
8009705;27.12.2024 00:00;4342;4342 ICT-palvelut;1147;1147 Sos  ja terv.toimi 2023 alk;178;Telia Finland Oyj;1475607-9     ;361
8011965;16.1.2025 00:00;4342;4342 ICT-palvelut;1147;1147 Sos  ja terv.toimi 2023 alk;178;Telia Finland Oyj;1475607-9     ;222
8000874;11.10.2024 00:00;4470;4470 Muut palvelut;1147;1147 Sos  ja terv.toimi 2023 alk;422;Ropo Suomi Oy;2495037-7     ;20,75
8000163;1.10.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;46;Keva;0119343-0     ;30,3
8000234;3.10.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;214;Numera Palvelut Oy;2360731-5     ;5571,59
8001669;21.10.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;441;Oy Abilita Ab;0794748-3     ;2950
8001963;24.10.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;46;Keva;0119343-0     ;30,3
8001962;24.10.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;214;Numera Palvelut Oy;2360731-5     ;478,86
8001962;24.10.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;214;Numera Palvelut Oy;2360731-5     ;1110,13
8002208;25.10.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;81;Provincia Oy;2516653-3     ;100489,01
8003112;5.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;214;Numera Palvelut Oy;2360731-5     ;3527,41
8003110;5.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;247;Ambigo Oy / eFace;3130721-6     ;120
8004058;12.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;240;Musiikkiteatteri Spektri Oy;3205148-6     ;993,98
8004176;13.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;240;Musiikkiteatteri Spektri Oy;3205148-6     ;1793,98
8004374;14.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;382;Saarni Nepton Oy;1620679-1     ;663,91
8004833;18.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;81;Provincia Oy;2516653-3     ;86488,02
8005966;26.11.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;46;Keva;0119343-0     ;30,3
8006662;3.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;81;Provincia Oy;2516653-3     ;29591,61
8008952;19.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;382;Saarni Nepton Oy;1620679-1     ;663,91
8009324;20.12.2024 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;81;Provincia Oy;2516653-3     ;11360
8010959;10.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;214;Numera Palvelut Oy;2360731-5     ;2098,8
8011327;13.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;485;Enter SystemSolutions Oy;1438074-5     ;7650
8011329;13.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;81;Provincia Oy;2516653-3     ;4786,4
8011786;15.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;81;Provincia Oy;2516653-3     ;6017
8011787;15.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;81;Provincia Oy;2516653-3     ;6019,38
8011875;16.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;81;Provincia Oy;2516653-3     ;-12500
8011930;16.1.2025 00:00;4340;4340 Asiantuntijapalvelut;1172;1172 HR palvelut;81;Provincia Oy;2516653-3     ;2180
8000694;10.10.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1172;1172 HR palvelut;382;Saarni Nepton Oy;1620679-1     ;663,91
8000690;10.10.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;1172;1172 HR palvelut;81;Provincia Oy;2516653-3     ;27522,4
